id,sector,category,brand,product_or_line,common_use,made_in_canada_claim,manufacturing_location,ownership_note,origin_caveat,tariff_relevance,candidate_hs_heading,evidence_quote,official_source_url,secondary_source_url,verification_date,confidence
54,"Pantry, bakery, snacks, beverages, frozen and canned foods",Sugar and sweeteners,Lantic / Rogers Sugar,Granulated white sugar,Baking and table sugar,"Lantic produces refined sugar in Canada at facilities in Montréal, Québec, Vancouver, British Columbia, and Taber, Alberta.","Montréal, Québec; Vancouver, British Columbia; Taber, Alberta","Ownership statement on official page: ""Lantic owns and operates a cane sugar refinery located on a 12-acre site in the east end of Montreal, a cane sugar refinery located on a 15-acre site "" (ownership category not further verified)","The majority of maple syrup is purchased from Québec producers and bottled at plants in Québec or in Websterville, Vermont; maple products are not stated to be made exclusively in Canada.",Replaces U.S.-origin sweeteners and molasses products (heading 17.03) in the counter-tariff basket,17.03,"The Montreal refinery has a nominal capacity to produce approximately 545,000 metric tonnes of refined sugar per year.",https://lanticrogers.com/media/financial-reports/2025/11/rsi_2025_annual_information_form_en_sBOD68Z.pdf,,2026-08-28,High
55,"Pantry, bakery, snacks, beverages, frozen and canned foods",Juice,Lassonde,Oasis juices,Fruit juice for households,"Oasis bottles all its products in Canada; Oasis 100% non-concentrate orange juice is bottled in Rougemont, Quebec","Rougemont, Quebec",ownership not verified,"Oasis 100% non-concentrate orange juice is made from oranges from Brazil; Lassonde imports and markets selected wines from Italy, Spain and Australia.","Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,The Oasis juice brand ... bottles all its products in Canada.,https://www.lassonde.com/en/actualites/lassonde-proud-canadian-roots/,,2026-08-28,High
56,"Pantry, bakery, snacks, beverages, frozen and canned foods",Cookies and bars,Leclerc,Celebration cookies and Praeventia bars,Snack cookies and granola bars,"Cookies, snack bars, and crackers are made with care in eight facilities in Canada and the United States.",Canada (location not stated),"Ownership statement on official page: ""our family business"" (ownership category not further verified)",Products are made in eight facilities in Canada and the United States.,Replaces U.S.-origin flour-based food preparations (heading 19.01) and other imported U.S. baking staples,19.01,"Our cookies, snack bars, and crackers are made with care in eight facilities in Canada and the United States.",https://leclerc.ca/en/about-us/,,2026-08-28,Medium
57,"Pantry, bakery, snacks, beverages, frozen and canned foods",Snack bars,Made With Local,Real Food Bars,Snack bars,"Operation of a Certified-Organic 8000 square-feet manufacturing facility in Windsor, Nova Scotia","Windsor, Nova Scotia",ownership not verified,None stated on fetched official page,Replaces U.S.-origin packaged snack bars,n.a.,"Operation of a Certified-Organic 8000 square-feet manufacturing facility in Windsor, Nova Scotia",https://www.madewithlocal.com/blogs/the-local-digest/canadian-snacks-trailblazer-made-with-local-reaffirms-unwavering-commitment-to-local-sourcing-amid-trade-tensions,https://www.madewithlocal.com/pages/mission,2026-08-28,High
58,"Pantry, bakery, snacks, beverages, frozen and canned foods",Frozen potato,McCain Foods Canada,Frozen french fries and hash browns,Freezer fries and breakfast potatoes,"McCain potato products are made from local potatoes grown on farms close to facilities spread across Canada in Manitoba, Alberta and New Brunswick.","Manitoba, Alberta and New Brunswick","Ownership statement on official page: ""McCain® is a proudly Canadian, family owned company."" (ownership category not further verified)","With few exceptions, McCain potato products are made from local potatoes grown on farms close to Canadian facilities; specialty products like lattice cut fries are made in US facilities and sold in Canada.","Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,"McCain potato products are made from local potatoes grown on farms close to our facilities, which are spread across Canada in Manitoba, Alberta and New Brunswick.",https://mccain.ca/en/about-us/,,2026-08-28,High
59,"Pantry, bakery, snacks, beverages, frozen and canned foods",Snacks,Neal Brothers,Tortilla chips and salsa,Chips and dips,all of our jarred items and puffs are made right in Ontario,Ontario,ownership not verified,Our bagged snacks are made in USA.,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,Currently all of our jarred items and puffs are made right in Ontario.,https://shop.nealbrothersfoods.com/pages/faqs,,2026-08-28,High
60,"Pantry, bakery, snacks, beverages, frozen and canned foods",Nut butters,Nuts to You Nut Butter,Organic peanut and almond butter,Sandwich spreads,produced in Canada,"Brantford, Ontario","Ownership statement on official page: ""a Canadian, small-town, family-owned, organic and natural nut butter manufacturer"" (ownership category not further verified)","Organic peanuts are grown in the Dominican Republic; organic sesame seeds in Mexico, Guatemala and Nicaragua; and organic almonds in Spain and Sicily.",Replaces U.S.-origin nut butters,n.a.,"Supporting these groups and growers has led to the creation of a simple, healthy, delicious plant-based food produced in Canada.",https://nutstoyou.ca/get-to-know-us/,,2026-08-28,High
61,"Pantry, bakery, snacks, beverages, frozen and canned foods",Snacks,PRANA,GRANOLOVE granola and organic snack mixes,Trail mix and nut snacks,Made in Canada from domestic and imported ingredients.,Canada (location not stated),"Ownership statement on official page: ""Prana is a family-owned certified B Corp since 2015."" (ownership category not further verified)",Made in Canada from domestic and imported ingredients.,Replaces U.S.-origin packaged snack groceries,n.a.,Made in Canada from domestic and imported ingredients.,https://pranafoods.ca/products/granolove-mixed-berry-crunch,,2026-08-28,Medium
62,"Pantry, bakery, snacks, beverages, frozen and canned foods",Sugar and sweeteners,Redpath Sugar,Granulated and icing sugar,Baking sugar,refined and packaged in Canada,Canada (location not stated),ownership not verified,None stated on fetched official page,Replaces U.S.-origin sweetener and molasses products (17.03),17.03,"Redpath’s granulated, brown, icing, and specialty sugars are refined and packaged in Canada.",https://www.redpathsugar.com/proudly-canadian,,2026-08-28,Medium
63,"Pantry, bakery, snacks, beverages, frozen and canned foods",Functional beverages,RISE Kombucha,"Kombucha (ginger, hibiscus)",Fermented soft drink,Crafted in small batches in Montreal since 2008.,Montreal (province not stated),ownership not verified,None stated on fetched official page,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,Crafted in small batches in Montreal since 2008.,https://risekombucha.com/,,2026-08-28,High
64,"Pantry, bakery, snacks, beverages, frozen and canned foods",Flour and baking,Rogers Foods,All-purpose and whole wheat flour,Home baking flour,"From these locations, we produce premium-quality flours","Armstrong and Chilliwack, British Columbia",ownership not verified,None stated on fetched official page,Replaces U.S.-origin flour-based food preparations (heading 19.01) and other imported U.S. baking staples,n.a.,"Headquartered in British Columbia, Canada, we operate a state-of-the-art milling facility in Armstrong, as well as two additional facilities in Chilliwack.",https://rogersfoods.com/,,2026-08-28,High
65,"Pantry, bakery, snacks, beverages, frozen and canned foods",Coffee,Salt Spring Coffee,Organic roasted coffee,Home brewed coffee,opened a new roastery and coffee education center in Vancouver Canada,Canada (location not stated),"Ownership statement on official page: ""We're still locally owned & family operated"" (ownership category not further verified)","None stated on fetched official page | Availability note: Blue Heron, Compostable Coffee Pods; French Roast, Compostable Coffee Pods; and Decaf, Compostable Coffee Pods are listed as sold out.","Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,"To keep up with demand and ensure consistent quality, we opened a new roastery and coffee education center in Vancouver Canada.",https://www.saltspringcoffee.com/,,2026-08-28,Medium
66,"Pantry, bakery, snacks, beverages, frozen and canned foods",Flour and baking,Speerville Flour Mill,Organic flour and cereal,Baking flour and hot cereal,50 products are milled and made on site from locally grown grains in Atlantic Canada,"Speerville, NB",ownership not verified,Only 50 of over 150 products are stated to be milled and made on site from locally grown grains in Atlantic Canada.,Replaces U.S.-origin flour-based food preparations (heading 19.01) and other imported U.S. baking staples,n.a.,50 products are milled and made on site from locally grown grains in Atlantic Canada.,https://www.speervilleflourmill.ca/,,2026-08-28,High
67,"Pantry, bakery, snacks, beverages, frozen and canned foods",Canned seafood,St. Jean's Cannery & Smokehouse,Canned wild BC salmon and tuna,Pantry canned fish,one of the last remaining salmon & tuna canneries in Canada,British Columbia,ownership not verified,None stated on fetched official page,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,one of the last remaining salmon & tuna canneries in Canada,https://stjeans.com/about-us/,,2026-08-28,High
68,"Pantry, bakery, snacks, beverages, frozen and canned foods",Beer,Steam Whistle Brewing,Pilsner,Beer for home consumption,brew Canada's Pilsner,Canada (location not stated),ownership not verified,None stated on fetched official page,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,using four all-natural ingredients to brew Canada’s Pilsner,https://steamwhistle.ca/,,2026-08-28,Medium
69,"Pantry, bakery, snacks, beverages, frozen and canned foods",Maple and honey,Turkey Hill Sugarbush,Pure maple syrup and maple spread,Table syrup and spreads,"bottled and distributed in Granby, Quebec","Granby, Quebec",ownership not verified,None stated on fetched official page,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,"Our 65,000-square-foot production facility, where we bottle and distribute, is located in Granby, Quebec",https://turkeyhill.ca/en/a-propos/,,2026-08-28,High
70,"Pantry, bakery, snacks, beverages, frozen and canned foods",Spirits,Ungava,Canadian Premium Gin,Gin,"Canadian producer; spirits produced in Cowansville, Quebec","Cowansville, Quebec",ownership not verified,None stated on fetched official page,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,Ungava Spirits Co. is a leading Canadian producer of premium-quality craft spirits.,https://ungavaco.com/en/about/our-company/,https://www.pernod-ricard.com/en/brands/ungava,2026-08-28,High
