id,sector,category,brand,product_or_line,common_use,made_in_canada_claim,manufacturing_location,ownership_note,origin_caveat,tariff_relevance,candidate_hs_heading,evidence_quote,official_source_url,secondary_source_url,verification_date,confidence,sector_fr,category_fr,product_or_line_fr,common_use_fr,made_in_canada_claim_fr,manufacturing_location_fr,ownership_note_fr,origin_caveat_fr,tariff_relevance_fr
28,"Pantry, bakery, snacks, beverages, frozen and canned foods",Bread,ACE Bakery,Artisan baguettes and demi-baguettes,Artisan bread,Breads are baked in Canada and distributed in Canada and US.,Canada (location not stated),"Ownership/parent stated on official page: ""ACE Bakery is owned by Weston Foods, one of Canada's leading bakery companies.""",None stated on fetched official page,Replaces U.S.-origin flour-based food preparations (heading 19.01) and other imported U.S. baking staples,19.01,Breads are baked in Canada and distributed in Canada and US.,https://acebakery.com/pages/about-us,,2026-08-28,Medium,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Pain,Baguettes artisanales et demi-baguettes,Pain artisanal,Les pains sont cuits au Canada et distribués au Canada et aux États-Unis.,Canada (emplacement non précisé),"Propriétaire ou société mère indiqué sur la page officielle : ""ACE Bakery is owned by Weston Foods, one of Canada's leading bakery companies.""",Aucune précision sur la page officielle consultée,Remplace les préparations alimentaires à base de farine d’origine américaine (rubrique SH 19.01) et d’autres produits de base américains importés pour la pâtisserie
29,"Pantry, bakery, snacks, beverages, frozen and canned foods",Juice,Allen's (Lassonde),Apple juice,Apple juice,All of our juices and fruit juice cocktails are proudly made in Canada for/by Canadians.,Canada (location not stated),"Canadian-owned per official page: ""Lassonde, a Canadian family-owned business, entered the scene by purchasing the Allen’s brand in 1999.""",None stated on fetched official page,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,All of our juices and fruit juice cocktails are proudly made in Canada for/by Canadians.,https://allens.ca/our-story/,,2026-08-28,Medium,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Jus,Jus de pomme,Jus de pomme,Tous les jus et cocktails de jus de fruits sont fièrement fabriqués au Canada pour les Canadiens.,Canada (emplacement non précisé),"Propriété canadienne selon la page officielle : ""Lassonde, a Canadian family-owned business, entered the scene by purchasing the Allen’s brand in 1999.""",Aucune précision sur la page officielle consultée,"Remplace les produits d'épicerie emballés d’origine américaine dans le panier visé par les droits de douane de rétorsion, y compris les préparations alimentaires à base de farine"
30,"Pantry, bakery, snacks, beverages, frozen and canned foods",Frozen vegetables,Arctic Gardens (Bonduelle),Frozen vegetables and vegetable blends,Freezer vegetables,"Arctic Gardens vegetables are homegrown in Canada; they’re harvested, processed and packaged here.",Canada (location not stated),ownership not verified,None stated on fetched official page,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,Processing and transforming vegetables here in Canada means that Arctic Gardens contributes to maintaining a healthy economy and preserving the environment.,https://www.arcticgardens.ca/blog/field-table/,,2026-08-28,Medium,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Légumes surgelés,Légumes surgelés et mélanges de légumes,Légumes surgelés,"Les légumes Arctic Gardens sont cultivés au Canada; ils y sont récoltés, transformés et emballés.",Canada (emplacement non précisé),Propriété non vérifiée,Aucune précision sur la page officielle consultée,"Remplace les produits d'épicerie emballés d’origine américaine dans le panier visé par les droits de douane de rétorsion, y compris les préparations alimentaires à base de farine"
31,"Pantry, bakery, snacks, beverages, frozen and canned foods",Cereal and oats,Avena Foods,Only Oats gluten-free oats and oat flour,Breakfast oats and gluten-free baking,Gluten-free oat ingredient production at a new mill on the Canadian Prairies,"Rowatt, SK",ownership not verified,None stated on fetched official page,Replaces U.S.-origin flour-based food preparations (heading 19.01) and other imported U.S. baking staples,n.a.,Avena is more than doubling its gluten-free oat ingredient production capacity with the commissioning of a new mill on the Canadian Prairies.,https://www.avenafoods.com/new-state-of-the-art-oat-mill-for-rte-ingredients/,,2026-08-28,High,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Céréales et avoine,Avoine et farine d’avoine sans gluten Only Oats,Avoine au déjeuner et farine pour pâtisserie sans gluten,Production d’ingrédients d’avoine sans gluten dans une nouvelle usine des Prairies canadiennes,"Rowatt, Saskatchewan",Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les préparations alimentaires à base de farine d’origine américaine (rubrique SH 19.01) et d’autres produits de base américains importés pour la pâtisserie
32,"Pantry, bakery, snacks, beverages, frozen and canned foods",Coffee,Balzac's Coffee Roasters,Roasted coffee beans,Home brewed coffee,100% Canadian small-batch roasted blends,Canada (location not stated),ownership not verified,None stated on fetched official page,Replaces U.S.-origin packaged grocery and beverage items purchased instead of tariffed U.S. imports,n.a.,Curate your coffee routine with 100% Canadian small-batch roasted blends.,https://balzacs.com/,https://canadiansme.ca/balzacs-coffee-roasters-redefining-canadian-coffee/,2026-08-28,Medium,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Café,Grains de café torréfiés,Café infusé à la maison,Mélanges torréfiés au Canada en petits lots,Canada (emplacement non précisé),Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les articles d'épicerie et de boissons emballés d’origine américaine achetés au lieu des importations américaines assujetties aux droits de douane
33,"Pantry, bakery, snacks, beverages, frozen and canned foods",Maple and honey,Bee Maid Honey,Pure Canadian liquid and creamed honey,Table honey,producing high-quality Canadian honey,"Spruce Grove, Alberta and Winnipeg, Manitoba",ownership not verified,None stated on fetched official page,Replaces U.S.-origin natural honey (heading 04.09) under the counter-tariffs,04.09,We are excited to share two significant achievements that demonstrate our commitment to producing high-quality Canadian honey while supporting our beekeeping community.,https://www.beemaid.com/bee-maid-news/a-sweet-expansion-bee-maid-celebrates-two-major-grand-openings/,,2026-08-28,High,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Produits de l’érable et miel,"Miel canadien pur, liquide et crémeux",Miel de table,produisant du miel canadien de haute qualité,"Spruce Grove, Alberta et Winnipeg, Manitoba",Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace le miel naturel d’origine américaine (rubrique SH 04.09) visés par les droits de douane de rétorsion
34,"Pantry, bakery, snacks, beverages, frozen and canned foods",Maple and honey,Billy Bee Honey,Liquid honey,Table honey,"Products that are 100% Canadian, fully sourced from Canadian beekeepers","Alberta, Saskatchewan and Manitoba",ownership not verified,None stated on fetched official page,Replaces U.S.-origin natural honey (04.09),04.09,"Billy Bee is proud to offer products that are 100% Canadian, fully sourced from Canadian beekeepers.",https://www.clubhouse.ca/en-ca/billy-bee/about,,2026-08-28,High,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Produits de l’érable et miel,Miel liquide,Miel de table,Produits entièrement canadiens provenant à 100 % d’apiculteurs canadiens,"Alberta, Saskatchewan et Manitoba",Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace le miel naturel d’origine américaine (04.09)
35,"Pantry, bakery, snacks, beverages, frozen and canned foods",Baking and chocolate,Camino (La Siembra),"Fair trade cocoa, chocolate and sugar",Cocoa powder and chocolate bars,"La Siembra’s founders began to manufacture and distribute a hot chocolate, sugar and cocoa line themselves.",Canada (location not stated),"Canadian-owned per official page: ""La Siembra is organized as a worker-owned co-operative.""",La Siembra began sourcing cocoa from a co-operative in Costa Rica and sugar from a mill supporting co-operative farmers in Paraguay.,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations (19.01)",n.a.,"Year 1 was spent in the community kitchen of First United Church—a socially progressive church in Ottawa. ... the founders began to manufacture and distribute a hot chocolate, sugar and cocoa line themselves.",https://camino.ca/about/,,2026-08-28,Medium,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Pâtisserie et chocolat,"Cacao, chocolat et sucre équitables",Poudre de cacao et tablettes de chocolat,"Les fondateurs de La Siembra ont commencé à fabriquer et à distribuer eux-mêmes une gamme de chocolat chaud, de sucre et de cacao.",Canada (emplacement non précisé),"Propriété canadienne selon la page officielle : ""La Siembra is organized as a worker-owned co-operative.""",La Siembra a commencé à se procurer du cacao auprès d'une coopérative du Costa Rica et du sucre auprès d'une usine d'aide aux agriculteurs coopératifs du Paraguay.,"Remplace les produits d'épicerie emballés d’origine américaine dans le panier visé par les droits de douane de rétorsion, y compris les préparations alimentaires à base de farine (19.01)"
36,"Pantry, bakery, snacks, beverages, frozen and canned foods",Frozen potato,Cavendish Farms,Frozen fries and Restaurant Style potatoes,Freezer fries,potato and vegetable processing facility in PEI Canada,PEI,"Ownership/parent stated on official page: ""Cavendish Farms is part of a family owned company that has been customer focused since 1882.""",None stated on fetched official page,"Replaces U.S.-origin packaged grocery items in the counter-tariff basket, including flour-based food preparations",n.a.,Irving Group purchases C.M. Mclean potato and vegetable processing facility in PEI Canada and renames it Cavendish Farms.,https://www.cavendishfarms.com/en/our-story/,,2026-08-28,High,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Pommes de terre surgelées,Frites surgelées et pommes de terre Restaurant Style,Frites surgelées,"Usine de transformation de pommes de terre et de légumes à l’Île-du-Prince-Édouard, au Canada",Île-du-Prince-Édouard,"Propriétaire ou société mère indiqué sur la page officielle : ""Cavendish Farms is part of a family owned company that has been customer focused since 1882.""",Aucune précision sur la page officielle consultée,"Remplace les produits d'épicerie emballés d’origine américaine dans le panier visé par les droits de douane de rétorsion, y compris les préparations alimentaires à base de farine"
37,"Pantry, bakery, snacks, beverages, frozen and canned foods",Wine,Chateau des Charmes,Niagara VQA wines,Wine,wines grown exclusively on the prestigious St. David’s Bench Niagara,Ontario,ownership not verified,None stated on fetched official page,Replaces U.S.-origin packaged grocery and beverage items purchased instead of tariffed U.S. imports,n.a.,"From our cellar to your table, explore wines grown exclusively on the prestigious St. David’s Bench Niagara’s most coveted sub-appellation.",https://www.chateaudescharmes.com/,https://www.chateaudescharmes.com/post/buy-vqa-wine-online-what-ontario-wine-lovers-are-ordering-right-now,2026-08-28,Medium,"Produits d’épicerie, de boulangerie, collations, boissons, aliments surgelés et en conserve",Vin,Vins VQA du Niagara,Vin,Vins issus exclusivement de raisins cultivés sur la prestigieuse sous-appellation St. David’s Bench,Ontario,Propriété non vérifiée,Aucune précision sur la page officielle consultée,Remplace les articles d'épicerie et de boissons emballés d’origine américaine achetés au lieu des importations américaines assujetties aux droits de douane
